name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Enni,Tuomi,Russell,Enni Tuomi Russell,Data Governance Analyst,Finland,Hadoop; Spark; Python,Aalto University,CyberSec Advisors
Romilda,Ramos,Russell,Romilda Ramos Russell,Robotics Engineer,Brazil,ROS; Python; Control Theory,Universidade de S�o Paulo,DevOps Masters
Cecile,Van Woudenberg,Rusten,Cecile Van Woudenberg Rusten,Machine Learning Engineer,Netherlands,Qiskit; Cirq; Pennylane,Delft University of Technology,CyberShield Consulting
Holly,Sanders,Ryan,Holly Sanders Ryan,Devops Engineer,United Kingdom,PyTorch; TensorFlow; Natural Language Processing,University of Cambridge,AITech Solutions
Stephanie,Holt,Sachenko,Stephanie Holt Sachenko,Frontend Developer,United Kingdom,Solidity; Ethereum; Hyperledger,University of Cambridge,AITech Solutions
Elizabeth,Eltvik,Sadiklar,Elizabeth Eltvik Sadiklar,Cloud Engineer,Norway,AWS; Docker; Azure; Power BI,University of Oslo,AIResearchLab
Aubrey,Mitchell,Svik,Aubrey Mitchell Svik,Product Manager,Australia,HTML; CSS; JavaScript,University of Sydney,Commonwealth Bank
Sula,Barbosa,Sez,Sula Barbosa Sez,Front-end Engineer,Brazil,Solidity; Ethereum; Hyperledger,Universidade de S�o Paulo,DevOps Masters
Ava,Morris,Sez,Ava Morris Sez,Mobile App Developer,New Zealand,Arduino; Raspberry Pi; C++,University of Auckland,Mobiliti Software
Ayla,Martin,Sailer,Ayla Martin Sailer,Devops Engineer,New Zealand,SQL; Python; Node.js; MongoDB,University of Auckland,Intellitech Innovations
Sarah,Nordstrand,Saiz,Sarah Nordstrand Saiz,Web Developer,Norway,Python; TensorFlow; Scikit-learn,University of Oslo,AIResearchLab
Liclia,Alves,Sakala,Liclia Alves Sakala,Machine Learning Engineer,Brazil,Android Development; Kotlin; Azure; Power BI,Universidade de S�o Paulo,DevOps Masters
Soline,Andre,Sales,Soline Andre Sales,Frontend Developer,France,ROS; Python; Control Theory,Universit� Paris-Saclay,DataHub Analytics
Dariya,Rudik,Sales,Dariya Rudik Sales,Penetration Tester,Ukraine,HTML; CSS; JavaScript,University of Kiev,TechPro Inc.
Ann,Brewer,Salian,Ann Brewer Salian,Cloud Engineer,Australia,SQL; Oracle,University of Sydney,Commonwealth Bank
Yolanda,Parra,Salian,Yolanda Parra Salian,Frontend Developer,Spain,Python; TensorFlow; Scikit-learn,Universidad Complutense de Madrid,Mobiliti Software
Nynke,Koot,Salian,Nynke Koot Salian,Network Architect,Netherlands,Docker; Kubernetes; Ansible,Delft University of Technology,CyberShield Consulting
Navami,Holla,Salinas,Navami Holla Salinas,Network Administrator,India,HTML; CSS,Indian Institute of Technology Delhi,Technosoft Innovations
Tverdogosta,Palatnik,Saliy,Tverdogosta Palatnik Saliy,IoT Solutions Architect,Ukraine,SQL; Python; Node.js; MongoDB,University of Kiev,GameDev Studios
Sofa,Prieto,Salmi,Sofa Prieto Salmi,Data Governance Specialist,Mexico,Node.js; Raspberry Pi; MQTT,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Amanda,Wood,Samaniego,Amanda Wood Samaniego,Blockchain Security Analyst,Ireland,Figma; Sketch; Adobe XD,University College Dublin,AIResearchLab
Ella,Ross,Samaniego,Ella Ross Samaniego,Game Developer,Canada,Unity; Unreal Engine; C#,University of Toronto,Intellitech Innovations
Malusha,Govera,Sanchez,Malusha Govera Sanchez,Embedded Systems Specialist,Ukraine,Unity; Unreal Engine; C#,University of Kiev,TechPro Inc.
Silvia,Tllez,Sanchez,Silvia Tllez Sanchez,Artificial Intelligence Engineer,Mexico,Python; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Olivia,Leppanen,Sanders,Olivia Leppanen Sanders,Blockchain Developer,Finland,Python; R,Aalto University,CyberSec Advisors
Leanne,Gill,Sanders,Leanne Gill Sanders,Mobile App Developer,Canada,Collibra; Alation; Talend,University of Toronto,Intellitech Innovations
Catalina,Reyes,Santana,Catalina Reyes Santana,Blockchain Security Analyst,Austria,Solidity; Ethereum; Hyperledger,Technische Universit�t Wien,BlockchainGuard
Camila,Reyes,Santana,Camila Reyes Santana,Data Governance Specialist,Sweden,Collibra; Alation; Talend,Lund University,DataGov Consulting
Valeria,Reyes,Santana,Valeria Reyes Santana,Cybersecurity Analyst,Finland,Splunk; Wireshark; Kali Linux,Aalto University,Coderizing
Amandine,Carpentier,Santana,Amandine Carpentier Santana,Product Owner,France,AWS; Azure; Terraform,Universit� Paris-Saclay,DataHub Analytics
Laura,Andersen,Santana,Laura Andersen Santana,Data Engineering Specialist,Denmark,Unity; Unreal Engine; C#,Technical University of Denmark,GameDev Studios
Amaya,Van der Geer,Santiago,Amaya Van der Geer Santiago,Big Data Engineer,Netherlands,AWS Lambda; Azure Functions; Google Cloud Functions,Delft University of Technology,CyberShield Consulting
Moa,Frydenlund,Santiago,Moa Frydenlund Santiago,Data Engineering Specialist,Norway,Android Development; Kotlin; Azure; Power BI,University of Oslo,AIResearchLab
Marianne,Vikren,Santilln,Marianne Vikren Santilln,Product Manager,Norway,Swift; Kotlin; Flutter,University of Oslo,AIResearchLab
Amlie,Fournier,Santos,Amlie Fournier Santos,Database Administrator,France,Arduino; Raspberry Pi; C++,Universit� Paris-Saclay,DataHub Analytics
Sumana,Moolya,Santos,Sumana Moolya Santos,Robotics Specialist,India,Network Security; Ethical Hacking; Kubernetes; Jenkins,Indian Institute of Technology Delhi,Intellitech Innovations
Hazel,Morris,Santos,Hazel Morris Santos,Blockchain Developer,New Zealand,SQL; Oracle,University of Auckland,Intellitech Innovations
Vilma,Jarvi,Santrac,Vilma Jarvi Santrac,Full stack Engineer,Finland,Network Security; Ethical Hacking; Kubernetes; Jenkins,Aalto University,CyberSec Advisors
Lauren,Watts,Santrac,Lauren Watts Santrac,Data Governance Analyst,Australia,ROS; Python; Control Theory,University of Sydney,Commonwealth Bank
Laiba,Grterud,aric,Laiba Grterud aric,Data Engineering Specialist,Norway,Network Security; Ethical Hacking; SQL; Python,University of Oslo,AIResearchLab
Sabrina,Digernes,Savka,Sabrina Digernes Savka,Network Architect,Norway,HTML; CSS; JavaScript,University of Oslo,AIResearchLab
Parimala,Kumari,Schanz,Parimala Kumari Schanz,Artificial Intelligence Researcher,India,Splunk; Wireshark; Kali Linux,Indian Institute of Technology Delhi,AITech Solutions
Aubrey,Sirko,Schat,Aubrey Sirko Schat,Data Engineering Specialist,Canada,React; Angular; Vue.js,University of Toronto,Intellitech Innovations
Vanesa,Mayorga,Scheck,Vanesa Mayorga Scheck,Game Developer,Mexico,Python; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Crystal,Butler,Schley,Crystal Butler Schley,Business Intelligence Analyst,United States,Python; Machine Learning,Massachusetts Institute of Technology,TechPro Inc.
Abigail,Lebrn,Schmidt,Abigail Lebrn Schmidt,Cloud Engineer,Mexico,Power BI; Tableau; SQL,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Swathi,Namnaik,Schmitt,Swathi Namnaik Schmitt,Penetration Tester,India,PyTorch; TensorFlow; Natural Language Processing,Indian Institute of Technology Delhi,AIResearchLab
Rebekka,Schmidt,Schmitt,Rebekka Schmidt Schmitt,IoT Solutions Architect,Germany,Network Security; Ethical Hacking; SQL; Python,Technische Universit�t M�nchen,BlockchainGuru
Alma,Jensen,Schoone,Alma Jensen Schoone,Machine Learning Scientist,Denmark,Android Development; Kotlin; Azure; Power BI,Technical University of Denmark,GameDev Studios
Rose,Ct,Schulze,Rose Ct Schulze,UI/UX Designer,Canada,Splunk; Wireshark; Kali Linux,University of Toronto,Intellitech Innovations
Teresa,Peixoto,Schwind,Teresa Peixoto Schwind,Network Architect,Brazil,Cisco; Linux; Wireshark,Universidade de S�o Paulo,DevOps Masters
Simone,Wieczorek,Scott,Simone Wieczorek Scott,Blockchain Developer,Germany,Docker; Kubernetes; Ansible,Technische Universit�t M�nchen,BlockchainGuru
Rayisa,Bazilevich,Scott,Rayisa Bazilevich Scott,Mobile App Developer,Ukraine,Python; Machine Learning,University of Kiev,DevOps Masters
Alicia,Noel,Senchuk,Alicia Noel Senchuk,Robotics Specialist,France,AWS Lambda; Azure Functions; Google Cloud Functions,Universit� Paris-Saclay,DataHub Analytics
Debbie,Morris,Seppala,Debbie Morris Seppala,Network Architect,United States,JavaScript; React,Massachusetts Institute of Technology,TechPro Inc.
Nomie,Brown,Seppanen,Nomie Brown Seppanen,Big Data Engineer,Canada,Python; R,University of Toronto,Intellitech Innovations
Dona,Mendonsa,Serebryanskiy,Dona Mendonsa Serebryanskiy,Cybersecurity Analyst,India,ROS; Python; Control Theory,Indian Institute of Technology Delhi,CyberShield Consulting
Marion,Caron,Sergiienko,Marion Caron Sergiienko,Data Governance Analyst,France,Docker; Kubernetes; Ansible,Universit� Paris-Saclay,DataHub Analytics
Dania,stensen,Shah,Dania stensen Shah,Front-end Developer,Norway,Power BI; Tableau; SQL,University of Oslo,AIResearchLab
Esther,Griego,Shandra,Esther Griego Shandra,Web Developer,Mexico,Swift; Kotlin; Flutter,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Candice,Lefevre,Shaw,Candice Lefevre Shaw,Cloud Infrastructure Engineer,France,Python; Machine Learning,Universit� Paris-Saclay,DataHub Analytics
Cecilie,Srensen,Sheludchenko,Cecilie Srensen Sheludchenko,Big Data Engineer,Denmark,AWS; Docker; Azure; Power BI,Technical University of Denmark,GameDev Studios
Nevaeh,Thomas,Shenoy,Nevaeh Thomas Shenoy,Network Administrator,New Zealand,AWS; Azure; Terraform,University of Auckland,TechPro Inc.
Alicia,Rodriguez,Shenoy,Alicia Rodriguez Shenoy,DevOps Engineer,United States,Angular; React; Node.js,Massachusetts Institute of Technology,TechPro Inc.
Erin,Diaz,Shenoy,Erin Diaz Shenoy,Full Stack Engineer,Australia,HTML; CSS; JavaScript,University of Sydney,Commonwealth Bank
Sarah,Hale,Shet,Sarah Hale Shet,Game Developer,Ireland,Splunk; Wireshark; Kali Linux,University College Dublin,BlockchainGuru
Bobbie,Crawford,Shetty,Bobbie Crawford Shetty,Cloud Engineer,United States,Python; TensorFlow; Natural Language Processing,Massachusetts Institute of Technology,TechPro Inc.
Amina,Buraas,Sheyko,Amina Buraas Sheyko,Robotics Engineer,Norway,Android Development; Kotlin; Azure; Power BI,University of Oslo,AIResearchLab
Molly,Cole,Shukla,Molly Cole Shukla,Software Developer,United Kingdom,R; SQL; Tableau,University of Cambridge,AITech Solutions
Stella,Brown,Shukla,Stella Brown Shukla,Robotics Engineer,New Zealand,Cisco; Networking,University of Auckland,CyberSec Advisors
Anni,Tuomi,Shukla,Anni Tuomi Shukla,Mobile App Developer,Finland,Android Development; Kotlin; Azure; Power BI,Aalto University,CyberSec Advisors
Sophie,Knight,Sier,Sophie Knight Sier,Mobile App Developer,Canada,Splunk; Wireshark; Nmap,University of Toronto,Intellitech Innovations
Elise,Zacharias,ijan,Elise Zacharias ijan,Blockchain Security Analyst,Germany,Python; TensorFlow; Scikit-learn,Technische Universit�t M�nchen,BlockchainGuru
Camille,Ross,Silic,Camille Ross Silic,Data Engineering Specialist,Canada,Figma; Sketch; Adobe XD,University of Toronto,Intellitech Innovations
Angela,Fitzsimmons,Silva,Angela Fitzsimmons Silva,Data Engineering Specialist,Ireland,Power BI; Tableau; SQL,University College Dublin,BlockchainGuru
Luisa,Cepeda,Silva,Luisa Cepeda Silva,Database Administrator,Mexico,Angular; React; Node.js,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Sara,Arola,Silveira,Sara Arola Silveira,Data Engineering Specialist,Finland,Solidity; Ethereum; Hyperledger,Aalto University,CyberSec Advisors
Shravya,Suvarna,Simeonovic,Shravya Suvarna Simeonovic,Artificial Intelligence Researcher,India,AWS; Azure; Terraform,Indian Institute of Technology Delhi,DataHub Analytics
Lima,de Souza,Simic,Lima de Souza Simic,Cybersecurity Analyst,Brazil,SQL; Python; AWS; Docker,Universidade de S�o Paulo,DevOps Masters
Mila,Thompson,Simic,Mila Thompson Simic,Artificial Intelligence Researcher,New Zealand,Network Security; Ethical Hacking; SQL; Python,University of Auckland,BlockchainGuru
Christine,Henry,Simmmons,Christine Henry Simmmons,Blockchain Developer,United States,PyTorch; TensorFlow; Natural Language Processing,Massachusetts Institute of Technology,TechPro Inc.
Anfisa,Trush,Simmons,Anfisa Trush Simmons,Web Developer,Ukraine,Arduino; Raspberry Pi; C++,University of Kiev,Technosoft Innovations
Clara,Hughes,Simmons,Clara Hughes Simmons,UI/UX Designer,United States,Agile; Scrum; Product Roadmapping,Massachusetts Institute of Technology,TechPro Inc.
Renata,Grebin,Simmons,Renata Grebin Simmons,Game Developer,Ukraine,Solidity; Ethereum; Hyperledger,University of Kiev,AITech Solutions
Norah,Gautier,Simmons,Norah Gautier Simmons,Serverless Solutions Architect,France,Agile; Scrum; User Research,Universit� Paris-Saclay,DataHub Analytics
Lison,Fontai,Simon,Lison Fontai Simon,Product Owner,France,AWS; Docker; Azure; Power BI,Universit� Paris-Saclay,DataHub Analytics
Devon,Van Heteren,Simon,Devon Van Heteren Simon,Machine Learning Engineer,Netherlands,ROS; Python; Control Theory,Delft University of Technology,CyberShield Consulting
Isobel,Thomas,Simpson,Isobel Thomas Simpson,Cybersecurity Consultant,New Zealand,Matplotlib; Pandas; Azure; Power BI,University of Auckland,Commonwealth Bank
Antonietta,Bruhn,Sinanoglu,Antonietta Bruhn Sinanoglu,Business Intelligence Analyst,Germany,Qiskit; Cirq; Pennylane,Technische Universit�t M�nchen,BlockchainGuru
Malou,Christensen,Singh,Malou Christensen Singh,Serverless Architect,Denmark,AWS Lambda; Azure Functions; Google Cloud Functions,Technical University of Denmark,GameDev Studios
Ester,Breivik,Singh,Ester Breivik Singh,Data Governance Analyst,Norway,ROS; Python; Control Theory,University of Oslo,AIResearchLab
Nelia,Pollestad,Sirko,Nelia Pollestad Sirko,DevOps Engineer,Norway,Qiskit; Cirq; Pennylane,University of Oslo,AIResearchLab
Mercedes,Len,Sirko,Mercedes Len Sirko,Front-end Developer,Spain,Python; TensorFlow; Scikit-learn,Universidad Complutense de Madrid,Mobiliti Software
Isla,Walker,Sirnes,Isla Walker Sirnes,Full stack Engineer,New Zealand,React; Angular; Vue.js,University of Auckland,TechPro Inc.
Evie,Zhang,Sital,Evie Zhang Sital,Software Developer,New Zealand,Python; Machine Learning,University of Auckland,TechPro Inc.
Nicky,Griffin,Skjret,Nicky Griffin Skjret,IoT Developer,United Kingdom,Android Development; Kotlin; Azure; Power BI,University of Cambridge,AITech Solutions
Emilie,Grewal,Skjret,Emilie Grewal Skjret,Mobile App Developer,Canada,ROS; Python; Control Theory,University of Toronto,Intellitech Innovations
Esther,Calvo,Skien,Esther Calvo Skien,Product Manager,Spain,Figma; Sketch; Adobe XD,Universidad Complutense de Madrid,Mobiliti Software
Milla,Lehtonen,Slawa,Milla Lehtonen Slawa,Software Developer,Finland,SQL; Python; Node.js; MongoDB,Aalto University,CyberSec Advisors
Ellen,Huhtala,Sletten,Ellen Huhtala Sletten,Cybersecurity Analyst,Finland,PyTorch; TensorFlow; Natural Language Processing,Aalto University,CyberSec Advisors
Debbie,Austin,Smedsrud,Debbie Austin Smedsrud,Frontend Developer,United Kingdom,Agile; Scrum; Product Roadmapping,University of Cambridge,AITech Solutions
Kim,George,Smith,Kim George Smith,Penetration Tester,Ireland,Splunk; Wireshark; Kali Linux,University College Dublin,Technosoft Innovations
Andrea,Thomsen,Smith,Andrea Thomsen Smith,IoT Solutions Architect,Denmark,Collibra; Alation; Talend,Technical University of Denmark,GameDev Studios
Alexandra,Robin,Smith,Alexandra Robin Smith,Cybersecurity Consultant,France,Docker; Kubernetes; Ansible,Universit� Paris-Saclay,DataHub Analytics
Helen,Husemann,Smith,Helen Husemann Smith,Artificial Intelligence Specialist,Germany,R; TensorFlow; C++; Qt,Technische Universit�t M�nchen,BlockchainGuru
Neea,Lehtinen,Smout,Neea Lehtinen Smout,Artificial Intelligence Researcher,Finland,Agile; Scrum; User Research,Aalto University,CyberSec Advisors
Kirstin,Van der Schaft,Sobotta,Kirstin Van der Schaft Sobotta,Frontend Developer,Netherlands,Arduino; Raspberry Pi; C++,Delft University of Technology,CyberShield Consulting
Stanislava,Krisko,Soetens,Stanislava Krisko Soetens,Software Developer,Ukraine,Splunk; Wireshark; Kali Linux,University of Kiev,TechPro Inc.
Donna,Jordan,Sokolovic,Donna Jordan Sokolovic,Software Developer,Ireland,Adobe Photoshop; Sketch,University College Dublin,Mobiliti Software
Mercedes,Rocha,Soldal,Mercedes Rocha Soldal,Artificial Intelligence Specialist,Brazil,AWS; Azure; Terraform,Universidade de S�o Paulo,DevOps Masters
Mitzy,Guevara,Somby,Mitzy Guevara Somby,Serverless Architect,Mexico,Arduino; Raspberry Pi; C++,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
dina,Rocha,Srensen,dina Rocha Srensen,Game Developer,Brazil,Splunk; Wireshark; Kali Linux,Universidade de S�o Paulo,DevOps Masters
Estela,Zavala,Srensen,Estela Zavala Srensen,Product Owner,Mexico,Agile; Scrum; Product Roadmapping,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Fabienne,Berner,Srensen,Fabienne Berner Srensen,Blockchain Developer,Germany,AWS Lambda; Azure Functions; Google Cloud Functions,Technische Universit�t M�nchen,BlockchainGuru
Sessa,Ordez,Srensen,Sessa Ordez Srensen,IoT Solutions Architect,Mexico,Splunk; Wireshark; Kali Linux,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Clara,Ambrose,Srensen,Clara Ambrose Srensen,Artificial Intelligence Engineer,Canada,Agile; Scrum; Product Roadmapping,University of Toronto,Intellitech Innovations
Felisberta,Moreira,Srensen,Felisberta Moreira Srensen,Software Developer,Brazil,React; Angular; Vue.js,Universidade de S�o Paulo,DevOps Masters
Emilia,Guzmn,Srlie,Emilia Guzmn Srlie,Embedded Systems Specialist,Mexico,Solidity; Ethereum; Hyperledger,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Johanne,Poulsen,Sotelo,Johanne Poulsen Sotelo,Artificial Intelligence Researcher,Denmark,Splunk; Wireshark; Nmap,Technical University of Denmark,GameDev Studios
Juliana,Rojas,Soto,Juliana Rojas Soto,Product Manager,United States,Agile; Scrum; Product Roadmapping,Massachusetts Institute of Technology,TechPro Inc.
Camila,Ramirez,Soto,Camila Ramirez Soto,Front-end Developer,Sweden,React; Angular; Vue.js,KTH Royal Institute of Technology,Frontworks Studios
Adriana,Ramirez,Soto,Adriana Ramirez Soto,Product Owner,United States,Agile; Scrum; User Research,Massachusetts Institute of Technology,ProductCo Inc.
Valeria,Rojas,Soto,Valeria Rojas Soto,Front-end Engineer,Sweden,React; Angular; Vue.js,KTH Royal Institute of Technology,FrontendForce
Gabriela,Ramirez,Soto,Gabriela Ramirez Soto,Data Governance Analyst,Sweden,Collibra; Alation; Talend,Lund University,DataGovConsulting
Gema,Soler,Soto,Gema Soler Soto,Quantum Computing Specialist,Spain,AWS; Azure; Terraform,Universidad Complutense de Madrid,Mobiliti Software
Susanna,Hermkens,Soto,Susanna Hermkens Soto,Blockchain Developer,Netherlands,Agile; Scrum; User Research,Delft University of Technology,CyberShield Consulting
Mar,Ortega,Soto,Mar Ortega Soto,DevOps Engineer,Spain,Solidity; Ethereum; Hyperledger,Universidad Complutense de Madrid,Mobiliti Software
Ayat,Haraldsen,Soto,Ayat Haraldsen Soto,Software Developer,Norway,Solidity; Ethereum; Hyperledger,University of Oslo,AIResearchLab
Rosemarie,Heilmann,Souza,Rosemarie Heilmann Souza,Cybersecurity Analyst,Germany,Docker; Kubernetes; Ansible,Technische Universit�t M�nchen,BlockchainGuru
Michele,Ross,Spajic,Michele Ross Spajic,Database Administrator,United States,Unity; Unreal Engine; C#,Massachusetts Institute of Technology,TechPro Inc.
Agnesa,Morozenko,Spanjer,Agnesa Morozenko Spanjer,Cloud Engineer,Ukraine,Agile; Scrum; User Research,University of Kiev,TechPro Inc.
Sharlene,Gilbert,Spiering,Sharlene Gilbert Spiering,IoT Developer,United States,Solidity; Ethereum; Hyperledger,Massachusetts Institute of Technology,TechPro Inc.
Frida,Martins,Sreckovic,Frida Martins Sreckovic,Big Data Engineer,Brazil,Android Development; Kotlin; Azure; Power BI,Universidade de S�o Paulo,DevOps Masters
Amlie,Robert,Sreckovic,Amlie Robert Sreckovic,Devops Engineer,France,Power BI; Tableau; SQL,Universit� Paris-Saclay,DataHub Analytics
Beata,Maiwald,Staiger,Beata Maiwald Staiger,Systems Analyst,Germany,HTML; CSS; JavaScript,Technische Universit�t M�nchen,BlockchainGuru
Daniela,Verduzco,Stamm,Daniela Verduzco Stamm,Serverless Architect,Mexico,HTML; CSS; C++; Qt,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Laurine,Charles,Stanley,Laurine Charles Stanley,IoT Solutions Architect,France,AWS; Docker; Azure; Power BI,Universit� Paris-Saclay,DataHub Analytics
Mariken,Musch,Stanley,Mariken Musch Stanley,Game Developer,Netherlands,Hadoop; Spark; Python,Delft University of Technology,CyberShield Consulting
Aada,Perko,Stanojevic,Aada Perko Stanojevic,DevOps Engineer,Finland,React; Angular; Vue.js,Aalto University,CyberSec Advisors
Ulita,Sosenko,Stefanovic,Ulita Sosenko Stefanovic,IoT Solutions Architect,Ukraine,ROS; Python; Control Theory,University of Kiev,Technosoft Innovations
Krisha,Manjunath,Stefanovic,Krisha Manjunath Stefanovic,Artificial Intelligence Engineer,India,Cisco; Networking,Indian Institute of Technology Delhi,Intellitech Innovations
Ana,Caballero,Steinberger,Ana Caballero Steinberger,Cybersecurity Analyst,Mexico,PyTorch; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Eve,Leclercq,Steinberger,Eve Leclercq Steinberger,Network Administrator,France,SQL; Python; Node.js; MongoDB,Universit� Paris-Saclay,DataHub Analytics
Teresa,Morales,Stepanovic,Teresa Morales Stepanovic,Artificial Intelligence Researcher,Spain,Qiskit; Cirq; Pennylane,Universidad Complutense de Madrid,Mobiliti Software
Louise,Mitchell,Stephens,Louise Mitchell Stephens,Systems Analyst,United States,Cisco; Networking,Massachusetts Institute of Technology,TechPro Inc.
Justine,Kasten,Stephens,Justine Kasten Stephens,Cloud Engineer,Germany,Swift; Kotlin; Flutter,Technische Universit�t M�nchen,BlockchainGuru
Myron,Hout,Stephens,Myron Hout Stephens,Quantum Computing Specialist,Netherlands,Cisco; Linux; Wireshark,Delft University of Technology,CyberShield Consulting
Zoe,Holt,Stern,Zoe Holt Stern,Web Developer,Ireland,R; TensorFlow; Kubernetes; Jenkins,University College Dublin,TechPro Inc.
Laly,Francois,Stevanovic,Laly Francois Stevanovic,Data Scientist,France,Solidity; Ethereum; Hyperledger,Universit� Paris-Saclay,DataHub Analytics
Sahana,Babu,Stevanovic,Sahana Babu Stevanovic,Artificial Intelligence Researcher,India,Network Security; Ethical Hacking; SQL; Python,Indian Institute of Technology Delhi,GameDev Studios
Francisca,Arias,Steward,Francisca Arias Steward,Artificial Intelligence Specialist,Spain,HTML; CSS; JavaScript,Universidad Complutense de Madrid,Mobiliti Software
Sandra,Gmez,Stewart,Sandra Gmez Stewart,Blockchain Security Analyst,Spain,Angular; React; Node.js,Universidad Complutense de Madrid,Mobiliti Software
Yolle,Erkelens,Stobbe,Yolle Erkelens Stobbe,Data Engineering Specialist,Netherlands,Python; TensorFlow; Scikit-learn,Delft University of Technology,CyberShield Consulting
Reina,Bez,Straub,Reina Bez Straub,Cloud Engineer,Mexico,Network Security; Ethical Hacking; SQL; Python,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Carmen,Parra,Strehl,Carmen Parra Strehl,Frontend Developer,Spain,Network Security; Ethical Hacking; Kubernetes; Jenkins,Universidad Complutense de Madrid,Mobiliti Software
Susana,Ortiz,Stupka,Susana Ortiz Stupka,Cloud Infrastructure Engineer,Spain,Java; Spring Framework,Universidad Complutense de Madrid,Mobiliti Software
Una,Van Doesburg,Subaic,Una Van Doesburg Subaic,Cybersecurity Analyst,Netherlands,Kali Linux; Metasploit; Burp Suite,Delft University of Technology,CyberShield Consulting
Naja,Johansen,Subaic,Naja Johansen Subaic,Cybersecurity Analyst,Denmark,Docker; Kubernetes; Ansible,Technical University of Denmark,GameDev Studios
Evelia,Gamboa,Sleymanoglu,Evelia Gamboa Sleymanoglu,Penetration Tester,Mexico,Swift; Kotlin; Flutter,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Debra,Williams,Sullad,Debra Williams Sullad,Full stack Engineer,United Kingdom,Java; Spring Framework,University of Cambridge,AITech Solutions
Isabel,Alonso,Sullivan,Isabel Alonso Sullivan,Software Developer,Spain,Power BI; Tableau; SQL,Universidad Complutense de Madrid,Mobiliti Software
Vickie,Sanchez,Sullivan,Vickie Sanchez Sullivan,Data Governance Analyst,United States,Splunk; Wireshark; Nmap,Massachusetts Institute of Technology,TechPro Inc.
Silje,Joakimsen,Suvarna,Silje Joakimsen Suvarna,Machine Learning Engineer,Norway,SQL; Python; AWS; Docker,University of Oslo,AIResearchLab
Brittany,Harris,Sylta,Brittany Harris Sylta,Product Owner,Ireland,HTML; CSS; C++; Qt,University College Dublin,DataHub Analytics
Manasa,Kulkarni,Tafoya,Manasa Kulkarni Tafoya,Quantum Computing Specialist,India,JavaScript; React,Indian Institute of Technology Delhi,CyberShield Consulting
Rostislava,Shepticka,Taj,Rostislava Shepticka Taj,Network Administrator,Ukraine,R; TensorFlow; C++; Qt,University of Kiev,GameDev Studios
Vidya,Chiplunkar,Taj,Vidya Chiplunkar Taj,UI/UX Designer,India,R; SQL; Tableau,Indian Institute of Technology Delhi,AIResearchLab
Milja,Aho,Taj,Milja Aho Taj,Front-end Developer,Finland,AWS; Azure; Terraform,Aalto University,CyberSec Advisors
Marwa,Dang,Takala,Marwa Dang Takala,Machine Learning Scientist,Norway,Solidity; Ethereum; Hyperledger,University of Oslo,AIResearchLab
Clarisse,Dias,Takala,Clarisse Dias Takala,Software Developer,Brazil,Matplotlib; Pandas; Azure; Power BI,Universidade de S�o Paulo,DevOps Masters
Debra,Carlson,Tangstad,Debra Carlson Tangstad,Cloud Infrastructure Engineer,Ireland,Java; Spring Framework,University College Dublin,GameDev Studios
Sabrin,Buvarp,Taylor,Sabrin Buvarp Taylor,Devops Engineer,Norway,AWS Lambda; Azure Functions; Google Cloud Functions,University of Oslo,AIResearchLab
Emily,Slawa,Taylor,Emily Slawa Taylor,Cloud Engineer,Canada,Adobe Photoshop; Sketch,University of Toronto,Intellitech Innovations
Ostromira,Savchak,Taylor,Ostromira Savchak Taylor,Mobile App Developer,Ukraine,Docker; Kubernetes,University of Kiev,TechPro Inc.
Minttu,Lassila,Tazegl,Minttu Lassila Tazegl,Blockchain Developer,Finland,HTML; CSS; JavaScript,Aalto University,CyberSec Advisors
Marina,Klboe,Tejada,Marina Klboe Tejada,Quantum Computing Specialist,Norway,Cisco; Networking,University of Oslo,AIResearchLab
Georgina,Popko,Tekand,Georgina Popko Tekand,Cloud Engineer,Ukraine,Hadoop; Spark; Python,University of Kiev,CyberShield Consulting
Edelina,Cavalcanti,Tel,Edelina Cavalcanti Tel,Devops Engineer,Brazil,AWS; Docker; Azure; Power BI,Universidade de S�o Paulo,DevOps Masters
Marilyn,Hotting,Terzic,Marilyn Hotting Terzic,Network Architect,Netherlands,Agile; Scrum; User Research,Delft University of Technology,CyberShield Consulting
Hazel,Olson,Thampy,Hazel Olson Thampy,Cybersecurity Analyst,Australia,Power BI; Tableau; SQL,University of Sydney,Commonwealth Bank
